IRIS,IRIS_NAME,Nb_BT
892680000,Mont-Saint-Sulpice,10
892700000,Mouffy,5
892710000,Moulins-en-Tonnerrois,5
892720000,Moulins-sur-Ouanne,15
892730000,Moutiers-en-Puisaye,32
892740000,Nailly,17
892760000,Neuvy-Sautour,15
892770000,Nitry,9
892780000,Noé,8
892790000,Noyers,22
892800000,Nuits,5
892810000,Les Ormes,14
892820000,Ormoy,9
892830000,Ouanne,21
892840000,Pacy-sur-Armançon,6
892850000,Pailly,4
892860000,Parly,27
892870101,Ru Couvert,19
892870102,Le Bois de Saint-Bon,18
892880000,Paroy-en-Othe,3
892890000,Paroy-sur-Tholon,3
892900000,Pasilly,2
892910000,Passy,6
892920000,Percey,11
892950000,Perrigny,18
892960000,Perrigny-sur-Armançon,4
892970000,Pierre-Perthuis,2
892980000,Piffonds,33
892990000,Pimelles,4
893000000,Pisy,3
893020000,Plessis-Saint-Jean,5
893030000,Poilly-sur-Serein,8
893040000,Poilly-sur-Tholon,13
893060000,Pontaubert,5
893070000,Pontigny,14
893080000,Pont-sur-Vanne,5
893090000,Pont-sur-Yonne,29
893100000,La Postolle,2
893110000,Pourrain,31
893120000,Précy-le-Sec,4
893130000,Précy-sur-Vrin,23
893140000,Prégilbert,3
893150000,Préhy,4
893160000,Provency,6
893180000,Quarré-les-Tombes,38
893190000,Quenne,4
893200000,Quincerot,1
893210000,Ravières,15
893230000,Roffey,6
893240000,Rogny-les-Sept-Écluses,35
893250000,Ronchères,12
893260000,Rosoy,14
893270000,Rousson,6
893280000,Rouvray,5
893290000,Rugny,5
893310000,Sainpuits,15
893320000,Saint-Agnan,14
893330000,Saint-André-en-Terre-Plaine,5
893340000,Le Val d'Ocre,24
893350000,Saint-Aubin-sur-Yonne,7
893360000,Saint-Brancher,9
893370000,Saint-Bris-le-Vineux,16
893380000,Saint-Clément,22
893390000,Sainte-Colombe,7
893400000,Sainte-Colombe-sur-Loing,12
893410000,Saint-Cyr-les-Colons,9
893420000,Saint-Denis-lès-Sens,13
893440000,Saint-Fargeau,62
893450101,Centre Ville,7
893450102,La Trecey,5
893450103,Le Prieure Est & Ecarts,36
893460000,Saint-Georges-sur-Baulche,28
893470000,Saint-Germain-des-Champs,15
893480000,Saint-Julien-du-Sault,37
893490000,Saint-Léger-Vauban,21
893500000,Saint-Loup-d'Ordon,23
893510000,Sainte-Magnance,8
893520000,Saint-Martin-des-Champs,23
893530000,Saint-Martin-d'Ordon,16
893540000,Saint-Martin-du-Tertre,16
893550000,Saint-Martin-sur-Armançon,7
893590000,Saint-Maurice-aux-Riches-Hommes,8
893600000,Saint-Maurice-le-Vieil,5
893610000,Saint-Maurice-Thizouaille,4
893620000,Saint-Moré,7
893630000,Sainte-Pallaye,3
893640000,Saint-Père,10
893650000,Saint-Privé,39
893670000,Saints-en-Puisaye,26
893680000,Saint-Sauveur-en-Puisaye,35
893690000,Saint-Sérotin,14
893700000,Saint-Valérien,37
893710000,Sainte-Vertu,7
893730000,Saligny,7
893740000,Sambourg,6
893750000,Santigny,7
893760000,Sarry,11
893770000,Sauvigny-le-Beuréal,2
893780000,Sauvigny-le-Bois,21
893790000,Savigny-en-Terre-Plaine,5
893800000,Savigny-sur-Clairis,19
893810000,Sceaux,8
893820000,Seignelay,16
893830000,Sementron,5
893840000,Senan,13
893850000,Sennevoy-le-Bas,6
893860000,Sennevoy-le-Haut,2
893870101,Centre Est,11
893870102,Centre Ouest,12
893870103,Foch Maillot,11
893870105,Champs Plaisants Centre,2
893870106,Champs Plaisants Arenes,8
893870107,Nouveaux Quartiers,26
893870108,Champs Plaisants Nord,4
893870109,Champs Plaisants Sud,4
893870110,Est,8
893870111,Sud,15
893870112,Briand Leclerc,13
893870115,Sablons Champbertrand,33
893879801,Zac,1
893880000,Sépeaux-Saint Romain,30
893900000,Serbonnes,9
893910000,Sergines,12
893920000,Sermizelles,5
893930000,Serrigny,4
893940000,Sery,1
893950000,Les Sièges,9
893970000,Sommecaise,12
893980000,Sormery,13
893990000,Soucy,24
894000000,Sougères-en-Puisaye,12
894020000,Soumaintrain,9
894030000,Stigny,3
894040000,Subligny,14
894050000,Taingy,12
894060000,Talcy,2
894070000,Tanlay,16
894080000,Tannerre-en-Puisaye,24
894090000,Tharoiseau,1
894100000,Tharot,1
894110000,Les Vallées de la Vanne,16
894120000,Thizy,3
894130000,Thorey,1
894140000,Thorigny-sur-Oreuse,23
894150000,Thory,2
894160000,Thury,15
894170000,Tissey,3
894180101,Sud,45
894180102,Nord,18
894190000,Toucy,55
894200000,Treigny,45
894210000,Trévilly,3
894220000,Trichey,2
894230000,Tronchoy,5
894240000,Trucy-sur-Yonne,2
894250000,Turny,12
894260000,Val-de-Mercy,4
894270000,Vallan,7
894280000,Vallery,13
894300000,Varennes,5
894310000,Vassy-sous-Pisy,3
894320000,Vaudeurs,22
894330000,Vault-de-Lugny,10
894340000,Vaumort,5
894360000,Venizy,19
894370000,Venouse,5
894380000,Venoy,33
894390000,Vergigny,19
894400000,Verlin,15
894410000,Vermenton,26
894420000,Vernoy,18
894430000,Véron,21
894450000,Vézannes,2
894460000,Vézelay,16
894470000,Vézinnes,2
894480000,Vignes,4
894490000,Villeblevin,18
894500000,Villebougis,12
894510000,Villechétive,6
894520000,Villecien,6
894530000,Villefargeau,18
894560000,Villemanoche,5
894580000,Villenavotte,3
894590000,Villeneuve-la-Dondagre,15
894600000,Villeneuve-la-Guyard,27
894610000,Villeneuve-l'Archevêque,12
894620000,Villeneuve-les-Genêts,23
894630000,Villeneuve-Saint-Salves,5
894640101,Rive Gauche et Saint-Savinien,20
894640102,Bourg et Hameaux Rive Droite,45
894650000,Villeperrot,5
894660000,Villeroy,10
894670000,Villethierry,15
894680000,Villevallier,5
894690000,Perceneige,19
894700000,Villiers-les-Hauts,2
894710000,Villiers-Louis,8
894720000,Villiers-Saint-Benoît,26
894730000,Villiers-sur-Tholon,8
894740000,Villiers-Vineux,6
894750000,Villon,2
894770000,Villy,1
894780000,Vincelles,12
894790000,Vincelottes,4
894800000,Vinneuf,21
894810000,Vireaux,4
894820000,Viviers,2
894830000,Voisines,16
894840000,Volgré,6
894850000,Voutenay-sur-Cure,3
894860000,Yrouerre,6
900010000,Andelnans,16
900020000,Angeot,7
900030000,Anjoutey,8
900040000,Argiésans,8
900050000,Auxelles-Bas,6
900060000,Auxelles-Haut,3
900070000,Banvillars,3
900080000,Bavilliers,25
900090101,Sud,20
900090102,Nord,11
900100101,Méchelle-Allende,7
900100102,Première Armée,9
900100103,Marche-Vosges,6
900100104,Salbert,1
900100201,Le Mont Nord,8
900100202,Le Mont Sud,10
900100203,Résidences Zaporojie Nord,4
900100204,Résidences Zaporojie Sud,5
900100205,Alstom-Technopole,10
900100301,Résidences Braille,7
900100302,Résidences Rome,3
900100303,Pépinière 1,7
900100304,Pépinière 2,5
900100401,Chateaudun 1,5
900100402,Chateaudun 2,12
900100403,Bougenel-Quatre As,15
900100501,Faubourg de Montbéliard,18
900100502,Vieille Ville-Fourneau,16
900100503,Glacis du Château,8
900100504,Forges-Miotte-Champ de Mars,28
900110000,Bermont,4
900120000,Bessoncourt,18
900130000,Bethonvilliers,4
900140000,Boron,5
900150000,Botans,2
900160000,Bourg-sous-Châtelet,2
900170000,Bourogne,16
900180000,Brebotte,5
900190000,Bretagne,5
900200000,Buc,3
900210000,Charmois,5
900220000,Châtenois-les-Forges,19
900230000,Chaux,12
900240000,Chavanatte,2
900250000,Chavannes-les-Grands,3
900260000,Chèvremont,15
900270000,Courcelles,2
900280000,Courtelevant,4
900290000,Cravanche,12
900300000,Croix,2
900310000,Cunelières,4
900320000,Danjoutin,21
900330101,La Voinaie,8
900330102,Les Pasles-Les Vignes,17
900330103,Centre Ville,14
900340000,Denney,11
900350000,Dorans,10
900360000,Eguenigue,3
900370000,Éloie,9
900390000,Essert,24
900410000,Étueffont,18
900420000,Évette-Salbert,24
900430000,Faverois,9
900440000,Felon,5
900450000,Fêche-l'Église,6
900460000,Florimont,13
900470000,Fontaine,14
900480000,Fontenelle,2
900490000,Foussemagne,10
900500000,Frais,2
900510000,Froidefontaine,7
900520000,Giromagny,25
900530000,Grandvillars,27
900540000,Grosmagny,6
900550000,Grosne,2
900560000,Joncherey,12
900570000,Lachapelle-sous-Chaux,9
900580000,Lachapelle-sous-Rougemont,9
900590000,Lacollonge,3
900600000,Lagrange,1
900610000,Lamadeleine-Val-des-Anges,3
900620000,Larivière,6
900630000,Lebetain,5
900640000,Lepuix-Neuf,3
900650000,Lepuix,22
900660000,Leval,7
900670000,Menoncourt,6
900680000,Meroux,16
900690000,Méziré,8
900700000,Montbouton,5
900710000,Montreux-Château,9
900720000,Morvillars,14
900730000,Moval,3
900740000,Novillard,5
900750000,Offemont,27
900760000,Pérouse,8
900770000,Petit-Croix,5
900780000,Petitefontaine,4
900790000,Petitmagny,3
900800000,Phaffans,5
900810000,Réchésy,12
900820000,Autrechêne,4
900830000,Recouvrance,1
900840000,Reppe,5
900850000,Riervescemont,3
900860000,Romagny-sous-Rougemont,4
900870000,Roppe,11
900880000,Rougegoutte,10
900890000,Rougemont-le-Château,14
900900000,Saint-Dizier-l'Évêque,7
900910000,Saint-Germain-le-Châtelet,5
900930000,Sermamagny,13
900940000,Sevenans,7
900950000,Suarce,7
900960000,Thiancourt,2
900970000,Trévenans,13
900980000,Urcerey,4
900990000,Valdoie,29
901000000,Vauthiermont,3
901010000,Vellescot,3
901020000,Vescemont,9
901030000,Vétrigne,4
901040000,Vézelois,11
901050000,Villars-le-Sec,3
910010000,Abbéville-la-Rivière,10
910160000,Angerville,34
910170000,Angervilliers,10
910210101,Nord,13
910210102,Centre,10
910210103,Sud,14
910210104,La Prairie,8
910220000,Arrancourt,7
910270101,Quartier 1,2
910270102,Quartier 2,8
910270103,Quartier 3,5
910270104,Quartier 4,5
910270105,Quartier 5,8
910270106,Quartier 6,7
910270107,Quartier 7,8
910270108,Quartier 8,13
910270109,Quartier 9,5
910270110,Quartier 10,13
910270111,Quartier 11,10
910270112,Quartier 12,6
910270113,Quartier 13,9
910270114,Quartier 14,5
910350000,Authon-la-Plaine,7
910370000,Auvernaux,4
910380000,Auvers-Saint-Georges,1
910410000,Avrainville,18
910440000,Ballainvilliers,25
910450000,Ballancourt-sur-Essonne,41
910640000,Bièvres,40
910670000,Blandy,2
910690000,Boigneville,11
910750000,Bois-Herpin,3
910790000,Boissy-la-Rivière,11
910810000,Boissy-le-Sec,8
910850000,Boissy-sous-Saint-Yon,22
910860101,Bondoufle Centre,15
910860102,Trois-Parts Nord-Est,3
910860103,Trois-Parts Sud-Ouest,7
910860104,Golf,7
910860105,Z.a. La Mariniere,15
910860106,Z.a. Les Bordes,13
910930000,Boullay-les-Troux,6
910970000,Boussy-Saint-Antoine,31
910980000,Boutervilliers,4
911030101,La Fontaine Daumones,6
911030102,Carouge Joncs Marins,26
911030103,Rosiere,7
911030104,Centre Ville,20
911030105,Vetille 80 Arpents,8
911030106,Moinerie Maison Neuve,35
911030107,Cendrennes Babin,10
911050101,Zac Hameaux,23
911050102,Sud Voie Ferree,9
911050103,Centre,10
911060000,Breux-Jouy,10
911090000,Brières-les-Scellés,12
911110000,Briis-sous-Forges,28
911120000,Brouy,3
911140101,La Pyramide,15
911140102,Les Bords de l'Yerres,18
911140103,Brunoy Centre,20
911140104,Les Deux Vallees,7
911140105,Les Hauts de Brunoy,9
911150000,Bruyères-le-Châtel,28
911210000,Buno-Bonnevaux,16
911220101,Guyonnerie Vieux Parc,10
911220102,Montjoy 4 Coins,6
911220103,Centre Tilleuls Fauvettes,12
911220104,Hacquiniere Paris Chevreuse,5
911290000,Cerny,1
911300000,Chalo-Saint-Mars,22
911310000,Chalou-Moulineux,6
911320000,Chamarande,1
911350000,Champcueil,28
911360000,Champlan,26
911370000,Champmotteux,5
911450000,Chatignonville,3
911480000,Chauffour-lès-Étréchy,2
911560000,Cheptainville,12
911590000,Chevannes,12
911610101,Plaine de Balizy,3
911610102,Mairie-Champs Fous-Morangis,10
911610103,Croix-Blanche-Cardinal-Bel Abord,5
911610104,Domaine du Chateau,4
911610105,Zone Industrielle,24
911610106,Terres Blanches,6
911610107,Rue de Gravigny,7
911610108,Pavillons Sud,8
911740101,ZI Tarterets,7
911740102,Tarterêts Centre,2
911740201,Tarterêts Pablo Picasso,2
911740202,Tarterêts Montagne des Glaises,10
911740203,Coquibus Art de vivre,21
911740301,Moulin Galant Papeterie,22
911740302,Ermitage,8
911740401,Robinson La Nacelle,5
911740402,Essonnes Ouest,11
911740501,Rive Droite,8
911740502,Centre ville,11
911740503,Apport Paris Gare,13
911740601,Chantemerle,10
911740602,Essonnes Est Nagis,8
911740701,Montconseil Dauphine,7
911740702,Montconseil Centre,5
911740801,Pressoir Prompt Bas Coudray,25
911750000,Corbreuse,14
911790000,Le Coudray-Montceaux,27
911820101,Canal 1,6
911820102,Canal 2,6
911820103,Canal 3,6
911820104,Courcouronnes Centre Nord,6
911820105,Courcouronnes Centre Sud,12
911820106,Z.A. Nord Ouest,9
911820107,Z.A. Sud Est,10
911860000,Courson-Monteloup,7
911910101,Le Stade,7
911910102,Plaine Haute,11
911910103,l'Yerres,6
911910104,Centre Ville,6
911980000,D'Huison-Longueville,12
912000101,Le Parterre,30
912000102,La Croix Saint-Jacques,9
912000103,Le Centre Ville,12
912000104,Le Potelet,18
912010101,S2,17
912010102,S3,3
912010103,S4,7
912010104,S5,7
912010105,S6,9
912010106,S7,7
912010107,S8,7
912010108,S9,12
912010109,S10,10
912010110,S12,5
912010111,S13,9
912040000,Écharcon,9
912070000,Égly,30
912150101,Plaine 1 Sud,4
912150102,Plaine 1 Nord,4
912150103,Les Cinéastes,9
912150104,Forêt,14
912160101,Le Breuil,11
912160102,La Terrasse,7
912160103,Le Mauregard,7
912160104,Centre Ville Les Graviers,6
912160105,Les Gares,10
912220000,Estouches,5
912230101,Saint-Michel,27
912230102,Saint-Pierre,18
912230103,Guinette 1,10
912230104,Centre Ville,18
912230105,Saint-Gilles,10
912230106,Saint-Martin Sud,28
912230107,Guinette 2,13
912230108,Saint-Martin,5
912230109,Saint-Michel Est,12
912250000,Étiolles,25
912260000,Étréchy,44
912280101,Bois Guillaume-Bois Sauvage,12
912280102,Loges,7
912280103,Pyramides Centre,9
912280104,Pyramides Sud,6
912280105,Centre urbain Nord,9
912280106,Centre urbain Coquibus,14
912280107,Aunettes Ouest,6
912280108,Aunettes Est,7
912280109,Epinettes Ouest,3
912280110,Epinettes Est,6
912280111,Epinettes Sud,3
912280112,Bras de Fer-Tourelles,15
912280113,Parc aux Lievres,5
912280114,Mousseau-Bonhomme en Pierre,5
912280115,Aguado,6
912280116,Village,10
912280117,Champtier du Coq,5
912280118,Grand Bourg,7
912280119,Champs Elysees,5
912280120,Centre commercial EVRY II,13
912280121,Centre administratif,3
912280122,Snecma,3
912320000,La Ferté-Alais,22
912350101,Pavillonnaire,9
912350102,HLM,3
912350103,Prison et Reste,33
912400000,Fontaine-la-Rivière,4
912430000,Fontenay-lès-Briis,23
912440000,Fontenay-le-Vicomte,14
912470000,La Forêt-le-Roi,5
912480000,La Forêt-Sainte-Croix,5
912490000,Forges-les-Bains,43
912720101,"Moulon,Vatonne Centre",24
912720102,Coupières Mérantaise,12
912720103,Courcelles,17
912720104,Damiette Belleville,6
912720105,"Coudraies Hacquinière,Abbaye",8
912720106,Chevry Centre,7
912720107,Chevry Plaine,17
912720108,Chevry Neuveries,9
912720109,Chevry Feuillarde,8
912720110,Foret,3
912730000,Gironville-sur-Essonne,12
912740000,Gometz-la-Ville,16
912750000,Gometz-le-Châtel,15
912840000,Les Granges-le-Roi,9
912860101,La Plaine Basse,8
912860102,Village,17
912860103,Grigny II.T1,9
912860104,Les Sablons Sud,2
912860105,Grigny II.T2-Square Surcouf,7
912860106,Lavoisier-Lacs-Sablons Nord,7
912860107,La Grande Borne I,15
912860108,La Grande Borne II,3
912860109,La Grande Borne III,9
912920000,Guibeville,8
912940000,Guillerval,17
913120101,Nord,6
913120102,Est,10
913120103,Sud,12
913120104,Ouest,12
913150000,Itteville,34
913190000,Janvry,11
913260101,Seine,12
913260102,Entrevoies,8
913260103,Centre ville,11
913260201,Terrasse,4
913260202,Plateau,15
913320000,Leudeville,9
913330000,Leuville-sur-Orge,23
913380000,Limours,40
913390000,Linas,39
913400101,Lisses Centre,10
913400102,Ferme de Place,7
913400103,Long Rayage,8
913400104,Z.a. Les Malines,7
913400105,Z.a. Ouest A6,23
913400106,Z.a. Est A6,5
913400107,Zone Agricole et Paysagere,10
913450101,Saphir,15
913450102,Rubis,9
913450103,Perle,6
913450104,Jade,4
913450105,Emeraude,6
913450106,Améthyste,4
913450107,Topaze,11
913450108,Grenat,12
913470000,Longpont-sur-Orge,36
913590000,Maisse,26
913630101,Ouest,32
913630102,Centre,11
913630103,Est,13
913740000,Marolles-en-Beauce,2
913760000,Marolles-en-Hurepoix,27
913770101,Le Pileu,3
913770102,Les Graviers,5
913770103,Nouveau Villaine,9
913770104,Vieux Villaine,10
913770105,Biévre Poterne,5
913770106,Centre Ville,15
913770107,Résidence du Parc,4
913770108,Place de France,13
913770109,Avenue Nationale,9
913770110,Avenue de Bourgogne,7
913770111,Descartes,7
913770113,Vilmorin,12
913770114,Atlantis-Massy-sud,59
913780000,Mauchamps,3
913860101,Centre Ville,22
913860102,Buisson Haudart,16
913860103,Mennecy Sud,23
913860104,La Verville Est,8
913860105,La Verville Ouest,11
913900000,Méréville,34
913930000,Mérobert,4
913990000,Mespuits,2
914050000,Milly-la-Forêt,52
914110000,Les Molières,15
914140000,Monnerville,8
914210101,Zone S2,10
914210102,Zone S3,3
914210103,Zone S4,7
914210104,Zone S5,11
914210105,Zone S6,6
914210106,Zone S7,3
914210107,Zone S8,13
914210108,Zone S9,11
914210109,Zone S10,3
914210110,Zone S11,4
914250000,Montlhéry,40
914320101,Croix Boisselière-Blés d'Or,30
914320102,L'Avenir,5
914320103,Ormeteau,8
914320104,Poirier-Marlé,14
914330000,Morigny-Champigny,38
914340101,Wallon,5
914340102,La Guérinière,4
914340103,Le Vieux Bourg,9
914340104,Le Bois Pommier,4
914340105,Compiègne,8
914340106,Beauséjour,10
914340107,Le Marché,7
914340108,La Gribelette,4
914350000,Morsang-sur-Seine,11
914410000,Nainville-les-Roches,7
914570000,La Norville,20
914580000,Nozay,23
914610000,Ollainville,29
914630000,Oncy-sur-École,10
914680000,Ormoy,20
914690000,Ormoy-la-Rivière,10
914710101,Fond Mondétour,4
914710102,Haut Mondétour,5
914710103,Viaduc est,15
914710104,Viaduc Ouest,7
914710105,Haut Guichet-Centre Ouest,26
914710106,Bas Guichet-Centre Est,11
914730000,Orveau,1
914770101,Centre Ouest,11
914770102,Les Résidences,10
914770103,Centre Nord,11
914770104,Centre Sud,13
914770105,Côteaux de l'Yvette,14
914770106,Lozère,13
914770107,Plateau et Pileu,32
914770108,Palaiseau Nord,11
914770109,Palaiseau est,27
914790101,Henri Barbusse,7
914790102,Pierre Lecorre,9
914790103,Maxime Vedy,10
914790104,Aeroport Orly,8
914820000,Pecqueuse,10
914940000,Le Plessis-Pâté,24
914950000,Plessis-Saint-Benoist,8
915070000,Prunay-sur-Essonne,4
915080000,Puiselet-le-Marais,9
915110000,Pussay,19
915140000,Quincy-sous-Sénart,30
915190000,Richarville,7
915210101,Le Trousseau-Hameau Roche,8
915210102,Mairie-Gare,16
915210103,Nord,6
915210104,Artistes Lyriques-La Theuillerie,3
915210105,Centre 1,9
915210106,Centre 2,6
915210107,L'Aunette,5
915210108,La Ferme du Temple,5
915210109,La Ferme D'Orangis,3
915210110,Le Moulin a Vent 1,5
915210111,Le Moulin a Vent 2,4
915210112,St-Lazarre-Bois de L'Epine-Hippodrome,16
915250000,Roinville,14
915260000,Roinvilliers,2
915330000,Saclas,19
915340000,Saclay,30
915380000,Saint-Aubin,10
915400000,Saint-Chéron,32
915440000,Saint-Cyr-la-Rivière,11
915460000,Saint-Cyr-sous-Dourdan,13
915470000,Saint-Escobille,7
915490101,Le Perray,9
915490102,Georges Pitard,3
915490103,Parmentier,6
915490104,Victor Hugo,5
915490105,L'Etang,8
915490106,Mairie,8
915490107,Ferdinand Buisson,6
915490108,Parc Pierre,5
915490109,Cocheris,4
915490110,Les Mares Yvon,5
915490111,CROIX Blanche,23
915490112,Liers,12
915490113,Les Aunettes,13
915490114,Louis Pergaud,2
915490115,Les Bois Clairs,4
915520101,Nord,13
915520102,Centre,13
915520103,Est,9
915520104,Sud,9
915530101,Nord,13
915530102,Ouest,8
915530103,Centre,11
915560000,Saint-Hilaire,9
915600000,Saint-Jean-de-Beauregard,6
915680000,Saint-Maurice-Montcouronne,13
915700101,Quartier-Ancien-Glaises,9
915700102,Lormoy,6
915700103,Sablons-Picasso,6
915700104,Gambetta-Boileau,8
915700105,Debussy-Bellevue,8
915700106,Lamartine,3
915700107,Villagexpo-Fontaine de l'Orme,9
915700108,Montatons,16
915730000,Saint-Pierre-du-Perray,54
915770000,Saintry-sur-Seine,32
915780000,Saint-Sulpice-de-Favières,5
915790000,Saint-Vrain,20
915810000,Saint-Yon,9
915870000,Saulx-les-Chartreux,37
915890101,Quartier 1,10
915890102,Quartier 2,4
915890103,Quartier 3,6
915890104,Quartier 4,7
915890105,Quartier 5,5
915890106,Quartier 6,8
915890107,Quartier 7,3
915890108,Quartier 8,2
915890109,Quartier 9,7
915890110,Quartier 10,5
915890111,Quartier 11,6
915890112,Quartier 12,6
915890113,Quartier 13,9
915890114,Quartier 14,4
915890115,Quartier 15,2
915890116,Quartier 16,5
915930000,Sermaise,19
915990000,Soisy-sur-École,3
916000101,Le Senart,14
916000102,Le Bourg Centre,9
916000103,Les Bords de Seine,13
916020000,Souzy-la-Briche,7
916130000,Congerville-Thionville,4
916170000,Tigery,29
916290000,Valpuiseaux,14
916300000,Le Val-Saint-Germain,18
916310000,Varennes-Jarcy,21
916340000,Vaugrigneuse,12
916350000,Vauhallan,9
916450101,Morte Riviere-Les Pres Bouchards,10
916450102,Les Pierres Beurres,10
916450103,Hotel de Ville,7
916450104,La Tournelle-Clos de Verrieres,5
916450105,Les Gros Chenes-Les Godets-Le Grand Clos,11
916450106,Res de la Poste-Res du Bois,6
916450107,Les Pres Hauts,5
916450108,Zac de Vaupepins,2
916450109,Bois de Verrieres-Vaupereux,3
916480000,Vert-le-Grand,22
916490000,Vert-le-Petit,15
916570101,Pasteur-Place Marx Dormoy-La Longueraie,11
916570102,Le Lac-Briques Rouges,6
916570103,Les Tours,6
916570104,La Croix Blanche,6
916570105,Louis Armand-La Siemp,5
916570106,Gare-Parc du Chateau-Le Gros Buisson,15
916570107,Mocquet-Castors-Lafayette,6
916570108,L'Oly,1
916570109,Anatole France-Lepetit et Vergeat,6
916570110,Rouvres-Les Bergeries,10
916590000,Villabé,36
916610101,Les Casseaux,40
916610102,Centre Ville,17
916610103,La Roche,25
916620000,Villeconin,11
916650000,La Ville-du-Bois,36
916660000,Villejust,28
916670000,Villemoisson-sur-Orge,28
916790000,Villiers-le-Bâcle,10
916850000,Villiers-sur-Orge,17
916870101,Chatillon 1,9
916870102,Chatillon 2,19
916870103,La Cilof 1,7
916870104,La Cilof 2,7
916870105,Centre Ville 1,14
916870106,Centre Ville 2,13
916870107,Port Aviation 1,5
916870108,Port Aviation 2,6
916870109,Le Plateau 1,6
916870110,Le Plateau 2,7
916870111,Le Plateau 3,8
916870112,Le Plateau 4,2
916890000,Wissous,50
916910101,Taillis-Garenne,10
916910102,Gambetta-Brossolette-GARE,9
916910103,Camaldules,12
916910104,Cancy-Grands Godeaux-Bellevedere,13
916910105,Rives de l'Yerres-Tournelles,12
916910106,Bellevue-Centre Ville,15
916910107,Grobois-Mare Armee-Sabliere,16
916920101,Champagne,8
916920102,Bourgogne,6
916920103,Cévennes,4
916920104,Franche Conté,7
916920105,Saintonge,4
916920106,Anjou,8
916920107,Ile de France,6
916920108,Queue d'Oiseau,46
920020101,Parc de Sceaux,9
920020102,Nouveau Cimetiere,5
920020103,La Fontaine,4
920020104,Us Metro,11
920020105,Croix-de-Berny,5
920020106,Velpeau,5
920020107,Jean Moulin,4
920020201,Onze Novembre,6
920020202,Guillebaud,7
920020203,Chemin de Fer,5
920020204,Bois de l'Aurore,10
920020205,Zone d'Activite,18
920020301,Pajeaud,9
920020303,Fontaine Michalon,5
920020304,Conservatoire Darius Milhaud,6
920020305,Grand l,4
920020306,Lionel Terray,4
920020307,Fontaine Mouton,4
920020308,Baconnets,6
920020401,Parc Heller,10
920020402,Celine,9
920020403,Hotel de Ville,7
920020404,Clinique du Bois de Verrieres,4
920020405,Ancien Cimetiere,5
920020406,Bas Graviers,6
920020407,Les Godets,7
920040101,Flachat i,6
920040102,Flachat Ii,5
920040103,Becon i,6
920040104,Becon Ii,2
920040105,Becon Iii,2
920040201,Magenta i,8
920040202,Champs,5
920040203,Magenta Ii,4
920040301,Alma i,9
920040302,Alma Ii,9
920040303,Philosophes i,5
920040304,Philosophes Ii,6
920040305,Philosophes Iii,7
920040401,Mairie i,9
920040402,Mairie Ii,6
920040403,Mairie Iii,6
920040404,Mairie Iv,5
920040501,Gresillons i,7
920040502,Gresillons Ii,27
920040503,Gresillons Iii,5
920040504,Gresillons Iv,4
920040601,Renoir i,2
920040602,Renoir Ii,5
920040603,Renoir Iii,4
920040604,Metro,12
920040701,Nord i,5
920040702,Nord Ii,3
920040703,Nord Iii,4
920040704,Nord Iv,2
920040705,Freycinet i,2
920040706,Freycinet Ii,5
920040707,Argenteuil,8
920070101,Quartier 1,13
920070102,Quartier 2,5
920070103,Quartier 3,1
920070104,Quartier 4,10
920070105,Quartier 5,4
920070106,Quartier 6,6
920070107,Quartier 7,3
920070108,Quartier 8,8
920070109,Quartier 9,9
920070110,Quartier 10,7
920070111,Quartier 11,9
920070112,Quartier 12,3
920070113,Quartier 13,3
920070114,Quartier 14,6
920070115,Quartier 15,3
920070116,Quartier 16,4
920070117,Quartier 17,6
920090101,Lepine-Binet,4
920090102,Glatz-Miviere,4
920090103,Guyot-de Gaulle,6
920090104,Chefson-de Gaulle,3
920090105,Paix-Etienne d'Orves,5
920090106,Hugo-Bel Air,8
920090107,Verdun-Leconte,4
920090108,Deroulede-Leclerc-Albert,8
920090109,Duflos-Geraldy,4
920090110,Jaures-Vaudreuil,4
920090111,Jaures-Litolff,3
920090112,Faidherbe-Pasteur,15
920120101,Salle des Fetes 1,7
920120102,Salle des Fetes 2,13
920120103,Salle des Fetes 3,5
920120105,Salle des Fetes 5,8
920120106,Salle des fÊtes 6,9
920120107,Salle des fÊtes 7,3
920120201,Denfert-Rochereau 1,8
920120202,Denfert-Rochereau 2,10
920120203,Denfert-Rochereau 3,10
920120204,Denfert-Rochereau 4,8
920120205,Denfert-Rochereau 5,12
920120206,Denfert-Rochereau 6,9
920120207,Denfert-Rochereau 7,7
920120208,Denfert-Rochereau 8,8
920120301,Centre Ville 1,5
920120302,Centre Ville 2,7
920120303,Centre Ville 3,36
920120304,Centre Ville 4,2
920120305,Centre Ville 5,6
920120401,Marechal Juin 1,13
920120402,Marechal Juin 2,5
920120403,Marechal Juin 3,4
920120404,Marechal Juin 4,5
920120405,Marechal Juin 5,8
920120406,Marechal Juin 6,7
920120501,Renault 1,5
920120502,Renault 2,11
920120503,Renault 3,15
920120504,Renault 4,10
920120505,Renault 5,8
920120506,Renault 6,8
920120601,Pierre Grenier 1,14
920120602,Pierre Grenier 2,6
920120603,Pierre Grenier 3,15
920120604,Pierre Grenier 4,5
920120701,X 1,4
920120702,X 2,4
920120703,X 3,7
920120704,X 4,6
920120705,X 5,4
920120706,X 6,8
920120707,X 7,4
920140101,Les Bas Coquarts,5
920140102,Les Blagis,9
920140103,Le Port Galand,8
